MCM Name,Smiles String,InChl Identifier,formula,idx_species
MACRNB, O=CC(C)(O)CON(=O)=O ," InChI=1S/C4H7NO5/c1-4(7,2-6)3-10-5(8)9/h2,7H,3H2,1H3 ",C4H7NO5,179
MACROHO, CC(O)(C[O])C=O ," InChI=1S/C4H7O3/c1-4(7,2-5)3-6/h2,7H,3H2,1H3 ",C4H7O3,180
C3MDIALOH, O=CC(C)(O)C=O ," InChI=1S/C4H6O3/c1-4(7,2-5)3-6/h2-3,7H,1H3 ",C4H6O3,181
PRONO3AO2, [O]OCC(C)ON(=O)=O ," InChI=1S/C3H6NO5/c1-3(2-8-7)9-4(5)6/h3H,2H2,1H3 ",C3H6NO5,182
PRONO3BO2, [O]OC(C)CON(=O)=O ," InChI=1S/C3H6NO5/c1-3(9-7)2-8-4(5)6/h3H,2H2,1H3 ",C3H6NO5,183
CH3CHO, CC=O ," InChI=1S/C2H4O/c1-2-3/h2H,1H3 ",C2H4O,184
CH3CHOOA, [O-][O+]=CC ," InChI=1S/C2H4O2/c1-2-4-3/h2H,1H3 ",C2H4O2,185
HYPROPO2, OCC(C)O[O] ," InChI=1S/C3H7O3/c1-3(2-4)6-5/h3-4H,2H2,1H3 ",C3H7O3,186
IPROPOLO2, [O]OCC(C)O ," InChI=1S/C3H7O3/c1-3(4)2-6-5/h3-4H,2H2,1H3 ",C3H7O3,187
CH3CO2H, CC(=O)O ," InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4) ",C2H4O2,188
CH3CO3H, CC(=O)OO ," InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3 ",C2H4O3,189
PAN, CC(=O)OON(=O)=O , InChI=1S/C2H3NO5/c1-2(4)7-8-3(5)6/h1H3 ,C2H3NO5,190
MGLOO, [O-][O+]=CC(=O)C ," InChI=1S/C3H4O3/c1-3(4)2-6-5/h2H,1H3 ",C3H4O3,191
HMVKAOOH, CC(=O)C(O)COO ," InChI=1S/C4H8O4/c1-3(5)4(6)2-8-7/h4,6-7H,2H2,1H3 ",C4H8O4,192
HMVKANO3, O=N(=O)OCC(O)C(=O)C ," InChI=1S/C4H7NO5/c1-3(6)4(7)2-10-5(8)9/h4,7H,2H2,1H3 ",C4H7NO5,193
HMVKAO, CC(=O)C(O)C[O] ," InChI=1S/C4H7O3/c1-3(6)4(7)2-5/h4,7H,2H2,1H3 ",C4H7O3,194
CO2H3CHO, O=CC(O)C(=O)C ," InChI=1S/C4H6O3/c1-3(6)4(7)2-5/h2,4,7H,1H3 ",C4H6O3,195
HO12CO3C4, CC(=O)C(O)CO ," InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h4-5,7H,2H2,1H3 ",C4H8O3,196
MVKNO3, OCC(ON(=O)=O)C(=O)C ," InChI=1S/C4H7NO5/c1-3(7)4(2-6)10-5(8)9/h4,6H,2H2,1H3 ",C4H7NO5,197
HMVKBOOH, OCC(OO)C(=O)C ," InChI=1S/C4H8O4/c1-3(6)4(2-5)8-7/h4-5,7H,2H2,1H3 ",C4H8O4,198
HMVKBO, CC(=O)C([O])CO ," InChI=1S/C4H7O3/c1-3(6)4(7)2-5/h4-5H,2H2,1H3 ",C4H7O3,199
BIACETOH, CC(=O)C(=O)CO ," InChI=1S/C4H6O3/c1-3(6)4(7)2-5/h5H,2H2,1H3 ",C4H6O3,200
MVKOOH, OOCC(=O)C=C ," InChI=1S/C4H6O3/c1-2-4(5)3-7-6/h2,6H,1,3H2 ",C4H6O3,201
MVKO, [O]CC(=O)C=C ," InChI=1S/C4H5O2/c1-2-4(6)3-5/h2H,1,3H2 ",C4H5O2,202
MVKOH, OCC(=O)C=C ," InChI=1S/C4H6O2/c1-2-4(6)3-5/h2,5H,1,3H2 ",C4H6O2,203
VGLYOX, C=CC(=O)C=O ," InChI=1S/C4H4O2/c1-2-4(6)3-5/h2-3H,1H2 ",C4H4O2,204
ISOPAOOH, OOCC=C(C)CO ," InChI=1S/C5H10O3/c1-5(4-6)2-3-8-7/h2,6-7H,3-4H2,1H3 ",C5H10O3,205
CISOPAO, [O]C/C=C(\CO)/C ," InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h2,7H,3-4H2,1H3/b5-2- ",C5H9O2,206
ISOPANO3, OCC(=CCON(=O)=O)C ," InChI=1S/C5H9NO4/c1-5(4-7)2-3-10-6(8)9/h2,7H,3-4H2,1H3 ",C5H9NO4,207
C536O2, OOCC(C(C=O)(O[O])C)OO ," InChI=1S/C5H9O7/c1-5(3-6,12-9)4(11-8)2-10-7/h3-4,7-8H,2H2,1H3 ",C5H9O7,208
C5HPALD1, C/C(=C/COO)/C=O ," InChI=1S/C5H8O3/c1-5(4-6)2-3-8-7/h2,4,7H,3H2,1H3/b5-2- ",C5H8O3,209
HC4ACHO, CC(=CC=O)CO ," InChI=1S/C5H8O2/c1-5(4-7)2-3-6/h2-3,7H,4H2,1H3 ",C5H8O2,210
ISOPAOH, OCC=C(C)CO ," InChI=1S/C5H10O2/c1-5(4-7)2-3-6/h2,6-7H,3-4H2,1H3 ",C5H10O2,211
ISOPBOOH, OCC(C)(OO)C=C ," InChI=1S/C5H10O3/c1-3-5(2,4-6)8-7/h3,6-7H,1,4H2,2H3 ",C5H10O3,212
ISOPBNO3, OCC(C)(C=C)ON(=O)=O ," InChI=1S/C5H9NO4/c1-3-5(2,4-7)10-6(8)9/h3,7H,1,4H2,2H3 ",C5H9NO4,213
ISOPBO, CC([O])(CO)C=C ," InChI=1S/C5H9O2/c1-3-5(2,7)4-6/h3,6H,1,4H2,2H3 ",C5H9O2,214
ISOPBOH, CC(O)(CO)C=C ," InChI=1S/C5H10O2/c1-3-5(2,7)4-6/h3,6-7H,1,4H2,2H3 ",C5H10O2,215
ISOPCOOH, OOCC(=CCO)C ," InChI=1S/C5H10O3/c1-5(2-3-6)4-8-7/h2,6-7H,3-4H2,1H3 ",C5H10O3,216
C537O2, OOCC(C(C=O)O[O])(OO)C ," InChI=1S/C5H9O7/c1-5(12-9,3-10-7)4(2-6)11-8/h2,4,7,9H,3H2,1H3 ",C5H9O7,217
C5HPALD2, C/C(=C/C=O)/COO ," InChI=1S/C5H8O3/c1-5(2-3-6)4-8-7/h2-3,7H,4H2,1H3/b5-2- ",C5H8O3,218
HC4CCHO, CC(=CCO)C=O ," InChI=1S/C5H8O2/c1-5(4-7)2-3-6/h2,4,6H,3H2,1H3 ",C5H8O2,219
ISOPDOOH, OCC(OO)C(=C)C ," InChI=1S/C5H10O3/c1-4(2)5(3-6)8-7/h5-7H,1,3H2,2H3 ",C5H10O3,220
ISOPDNO3, OCC(ON(=O)=O)C(=C)C ," InChI=1S/C5H9NO4/c1-4(2)5(3-7)10-6(8)9/h5,7H,1,3H2,2H3 ",C5H9NO4,221
ISOPDO, CC(=C)C([O])CO ," InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h5-6H,1,3H2,2H3 ",C5H9O2,222
HCOC5, CC(=C)C(=O)CO ," InChI=1S/C5H8O2/c1-4(2)5(7)3-6/h6H,1,3H2,2H3 ",C5H8O2,223
INAO2, OCC(C)(O[O])C(O)CON(=O)=O ," InChI=1S/C5H10NO7/c1-5(3-7,13-11)4(8)2-12-6(9)10/h4,7-8H,2-3H2,1H3 ",C5H10NO7,224
NC41OOA, OC(C(=[O+][O-])C)CON(=O)=O ," InChI=1S/C4H7NO6/c1-3(11-9)4(6)2-10-5(7)8/h4,6H,2H2,1H3 ",C4H7NO6,225
C58O2, O=CC(O)C(C)(CO)O[O] ," InChI=1S/C5H9O5/c1-5(3-7,10-9)4(8)2-6/h2,4,7-8H,3H2,1H3 ",C5H9O5,226
HC4CO3, CC(=C)C(C(=O)O[O])O ," InChI=1S/C5H7O4/c1-3(2)4(6)5(7)9-8/h4,6H,1H2,2H3 ",C5H7O4,227
NC526OOH, O=CCC(CO[N+](=O)[O-])(OO)C ," InChI=1S/C5H9NO6/c1-5(12-10,2-3-7)4-11-6(8)9/h3,10H,2,4H2,1H3 ",C5H9NO6,228
NC526O, O=CCC(CO[N+](=O)[O-])([O])C ," InChI=1S/C5H8NO5/c1-5(8,2-3-7)4-11-6(9)10/h3H,2,4H2,1H3 ",C5H8NO5,229
CO2C3CO3, CC(=O)CC(=O)O[O] ," InChI=1S/C4H5O4/c1-3(5)2-4(6)8-7/h2H2,1H3 ",C4H5O4,230
CH3COCH2O2, CC(=O)CO[O] ," InChI=1S/C3H5O3/c1-3(4)2-6-5/h2H2,1H3 ",C3H5O3,231
C4CO2O2, [O]OC(C=O)C(=O)C ," InChI=1S/C4H5O4/c1-3(6)4(2-5)8-7/h2,4H,1H3 ",C4H5O4,232
CO2C3OO, [O-][O+]=CCC(=O)C ," InChI=1S/C4H6O3/c1-4(5)2-3-7-6/h3H,2H2,1H3 ",C4H6O3,233
C530OOH, O=CCC(OO)(CO)C ," InChI=1S/C5H10O4/c1-5(4-7,9-8)2-3-6/h3,7-8H,2,4H2,1H3 ",C5H10O4,234
C530NO3, O=CCC(O[N+](=O)[O-])(CO)C ," InChI=1S/C5H9NO5/c1-5(4-8,2-3-7)11-6(9)10/h3,8H,2,4H2,1H3 ",C5H9NO5,235
C530O, CC(CO)(CC=O)[O] ," InChI=1S/C5H9O3/c1-5(8,4-7)2-3-6/h3,7H,2,4H2,1H3 ",C5H9O3,236
M3BU3ECO3H, CC(=C)CC(=O)OO ," InChI=1S/C5H8O3/c1-4(2)3-5(6)8-7/h7H,1,3H2,2H3 ",C5H8O3,237
M3BU3EPAN, [O-][N+](=O)OOC(=O)CC(=C)C ," InChI=1S/C5H7NO5/c1-4(2)3-5(7)10-11-6(8)9/h1,3H2,2H3 ",C5H7NO5,238
C45OOH, CC(=C)COO ," InChI=1S/C4H8O2/c1-4(2)3-6-5/h5H,1,3H2,2H3 ",C4H8O2,239
C45NO3, [O-][N+](=O)OCC(=C)C ," InChI=1S/C4H7NO3/c1-4(2)3-8-5(6)7/h1,3H2,2H3 ",C4H7NO3,240
C45O, CC(=C)C[O] ," InChI=1S/C4H7O/c1-4(2)3-5/h1,3H2,2H3 ",C4H7O,241
NC51OOH, OOC(CC(=O)C)CO[N+](=O)[O-] ," InChI=1S/C5H9NO6/c1-4(7)2-5(12-10)3-11-6(8)9/h5,10H,2-3H2,1H3 ",C5H9NO6,242
NC51O, [O]C(CC(=O)C)CO[N+](=O)[O-] ," InChI=1S/C5H8NO5/c1-4(7)2-5(8)3-11-6(9)10/h5H,2-3H2,1H3 ",C5H8NO5,243
CH3COCH3, CC(=O)C , InChI=1S/C3H6O/c1-3(2)4/h1-2H3 ,C3H6O,244
C51OOH, OCC(OO)CC(=O)C ," InChI=1S/C5H10O4/c1-4(7)2-5(3-6)9-8/h5-6,8H,2-3H2,1H3 ",C5H10O4,245
C51NO3, OCC(CC(=O)C)ON(=O)=O ," InChI=1S/C5H9NO5/c1-4(8)2-5(3-7)11-6(9)10/h5,7H,2-3H2,1H3 ",C5H9NO5,246
C51O, CC(=O)CC([O])CO ," InChI=1S/C5H9O3/c1-4(7)2-5(8)3-6/h5-6H,2-3H2,1H3 ",C5H9O3,247
C51OH, CC(=O)CC(O)CO ," InChI=1S/C5H10O3/c1-4(7)2-5(8)3-6/h5-6,8H,2-3H2,1H3 ",C5H10O3,248
HO1CO24C5, CC(=O)CC(=O)CO ," InChI=1S/C5H8O3/c1-4(7)2-5(8)3-6/h6H,2-3H2,1H3 ",C5H8O3,249
CH2CHCH2OOH, OOCC=C ," InChI=1S/C3H6O2/c1-2-3-5-4/h2,4H,1,3H2 ",C3H6O2,250
CH2CHCH2NO3, [O-][N+](=O)OCC=C ," InChI=1S/C3H5NO3/c1-2-3-7-4(5)6/h2H,1,3H2 ",C3H5NO3,251
CH2CHCH2O, [O]CC=C ," InChI=1S/C3H5O/c1-2-3-4/h2H,1,3H2 ",C3H5O,252
ACR, C=CC=O ," InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2 ",C3H4O,253
ALLYLOH, OCC=C ," InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2 ",C3H6O,254
ISOPAO, [O]C/C=C(/CO)C ," InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h2,7H,3-4H2,1H3/b5-2+ ",C5H9O2,255
CHOCOMOXO2, [O]OCOC(=O)C=O ," InChI=1S/C3H3O5/c4-1-3(5)7-2-8-6/h1H,2H2 ",C3H3O5,256
BR,,,,257
MMFO2, O=COC(OC)O[O] ," InChI=1S/C3H5O5/c1-6-3(8-5)7-2-4/h2-3H,1H3 ",C3H5O5,258
DMCO2, [O]OCOC(=O)OC ," InChI=1S/C3H5O5/c1-6-3(4)7-2-8-5/h2H2,1H3 ",C3H5O5,259
CCL3CO3H, OOC(=O)C(Cl)(Cl)Cl ," InChI=1S/C2HCl3O3/c3-2(4,5)1(6)8-7/h7H ",C2HCl3O3,260
CCL3PAN, O=N(=O)OOC(=O)C(Cl)(Cl)Cl ," InChI=1S/C2Cl3NO5/c3-2(4,5)1(7)10-11-6(8)9 ",C2Cl3NO5,261
C527O2, [O]OC(C(OO)(CO)C)C=O ," InChI=1S/C5H9O6/c1-5(3-7,11-9)4(2-6)10-8/h2,4,7,9H,3H2,1H3 ",C5H9O6,262
M3F, Cc1cocc1 ," InChI=1S/C5H6O/c1-5-2-3-6-4-5/h2-4H,1H3 ",C5H6O,263
GAOO, [O-][O+]=CCO ," InChI=1S/C2H4O3/c3-1-2-5-4/h2-3H,1H2 ",C2H4O3,264
CH3COCH2O, CC(=O)C[O] ," InChI=1S/C3H5O2/c1-3(5)2-4/h2H2,1H3 ",C3H5O2,265
HOCH2CO3, OCC(=O)O[O] ," InChI=1S/C2H3O4/c3-1-2(4)6-5/h3H,1H2 ",C2H3O4,266
NC3OO, [O-][O+]=C(C)CON(=O)=O ," InChI=1S/C3H5NO5/c1-3(9-7)2-8-4(5)6/h2H2,1H3 ",C3H5NO5,267
INCOOH, OCC(OO)C(C)(O)CON(=O)=O ," InChI=1S/C5H11NO7/c1-5(8,3-12-6(9)10)4(2-7)13-11/h4,7-8,11H,2-3H2,1H3 ",C5H11NO7,268
INCNO3, OCC(ON(=O)=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H10N2O8/c1-5(9,3-14-6(10)11)4(2-8)15-7(12)13/h4,8-9H,2-3H2,1H3 ",C5H10N2O8,269
INCO, OCC([O])C(C)(O)CON(=O)=O ," InChI=1S/C5H10NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h4,7,9H,2-3H2,1H3 ",C5H10NO6,270
INCCO, OCC(=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H9NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h7,9H,2-3H2,1H3 ",C5H9NO6,271
INCOH, OCC(O)C(C)(O)CON(=O)=O ," InChI=1S/C5H11NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h4,7-9H,2-3H2,1H3 ",C5H11NO6,272
NC4CO2H, O=N(=O)OCC(=CC(=O)O)C ," InChI=1S/C5H7NO5/c1-4(2-5(7)8)3-11-6(9)10/h2H,3H2,1H3,(H,7,8) ",C5H7NO5,273
NC4CO3H, OOC(=O)C=C(C)CON(=O)=O ," InChI=1S/C5H7NO6/c1-4(2-5(7)12-10)3-11-6(8)9/h2,10H,3H2,1H3 ",C5H7NO6,274
C5PAN18, O=N(=O)OCC(=CC(=O)OON(=O)=O)C ," InChI=1S/C5H6N2O8/c1-4(3-13-6(9)10)2-5(8)14-15-7(11)12/h2H,3H2,1H3 ",C5H6N2O8,275
GLYOO, [O-][O+]=CC=O , InChI=1S/C2H2O3/c3-1-2-5-4/h1-2H ,C2H2O3,276
NOAOO, [O-][O+]=C(C)CON(=O)=O ," InChI=1S/C3H5NO5/c1-3(9-7)2-8-4(5)6/h2H2,1H3 ",C3H5NO5,277
HCOCO, O=[C]C=O , InChI=1S/C2HO2/c3-1-2-4/h1H ,C2HO2,278
C510OOH, O=CC(O)C(C)(OO)CON(=O)=O ," InChI=1S/C5H9NO7/c1-5(13-11,4(8)2-7)3-12-6(9)10/h2,4,8,11H,3H2,1H3 ",C5H9NO7,279
C510O, O=CC(O)C(C)([O])CON(=O)=O ," InChI=1S/C5H8NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h2,4,8H,3H2,1H3 ",C5H8NO6,280
C510OH, O=CC(O)C(C)(O)CON(=O)=O ," InChI=1S/C5H9NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h2,4,8-9H,3H2,1H3 ",C5H9NO6,281
HMML, CC1(CO)OC1=O ," InChI=1S/C4H6O3/c1-4(2-5)3(6)7-4/h5H,2H2,1H3 ",C4H6O3,282
MAE, CC1(CO1)C(=O)O ," InChI=1S/C4H6O3/c1-4(2-7-4)3(5)6/h2H2,1H3,(H,5,6) ",C4H6O3,283
CONM2CHO, O=CC(C)(C=O)ON(=O)=O ," InChI=1S/C4H5NO5/c1-4(2-6,3-7)10-5(8)9/h2-3H,1H3 ",C4H5NO5,284
MACRNCO3, [O]OC(=O)C(C)(CO)ON(=O)=O ," InChI=1S/C4H6NO7/c1-4(2-6,3(7)11-10)12-5(8)9/h6H,2H2,1H3 ",C4H6NO7,285
IBUTALOH, O=CC(C)(C)O ," InChI=1S/C4H8O2/c1-4(2,6)3-5/h3,6H,1-2H3 ",C4H8O2,286
MACRNBCO3, [O]OC(=O)C(C)(O)CON(=O)=O ," InChI=1S/C4H6NO7/c1-4(7,3(6)12-10)2-11-5(8)9/h7H,2H2,1H3 ",C4H6NO7,287
CHOMOHCO3, CC(O)(C=O)C(=O)O[O] ," InChI=1S/C4H5O5/c1-4(7,2-5)3(6)9-8/h2,7H,1H3 ",C4H5O5,288
PR1O2HNO3, OOCC(C)ON(=O)=O ," InChI=1S/C3H7NO5/c1-3(2-8-7)9-4(5)6/h3,7H,2H2,1H3 ",C3H7NO5,289
PRONO3AO, [O]CC(C)ON(=O)=O ," InChI=1S/C3H6NO4/c1-3(2-5)8-4(6)7/h3H,2H2,1H3 ",C3H6NO4,290
CHOPRNO3, O=CC(C)ON(=O)=O ," InChI=1S/C3H5NO4/c1-3(2-5)8-4(6)7/h2-3H,1H3 ",C3H5NO4,291
PROPOLNO3, OCC(C)ON(=O)=O ," InChI=1S/C3H7NO4/c1-3(2-5)8-4(6)7/h3,5H,2H2,1H3 ",C3H7NO4,292
PR2O2HNO3, OOC(C)CON(=O)=O ," InChI=1S/C3H7NO5/c1-3(9-7)2-8-4(5)6/h3,7H,2H2,1H3 ",C3H7NO5,293
PRONO3BO, CC([O])CON(=O)=O ," InChI=1S/C3H6NO4/c1-3(5)2-8-4(6)7/h3H,2H2,1H3 ",C3H6NO4,294
PROLNO3, CC(O)CON(=O)=O ," InChI=1S/C3H7NO4/c1-3(5)2-8-4(6)7/h3,5H,2H2,1H3 ",C3H7NO4,295
HCOCH2O2, [O]OCC=O ," InChI=1S/C2H3O3/c3-1-2-5-4/h1H,2H2 ",C2H3O3,296
CH3CHOO, [O-][O+]=CC ," InChI=1S/C2H4O2/c1-2-4-3/h2H,1H3 ",C2H4O2,297
HYPROPO2H, OCC(C)OO ," InChI=1S/C3H8O3/c1-3(2-4)6-5/h3-5H,2H2,1H3 ",C3H8O3,298
HYPROPO, OCC(C)[O] ," InChI=1S/C3H7O2/c1-3(5)2-4/h3-4H,2H2,1H3 ",C3H7O2,299
PROPGLY, OCC(C)O ," InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3 ",C3H8O2,300
IPROPOLO2H, OOCC(C)O ," InChI=1S/C3H8O3/c1-3(4)2-6-5/h3-5H,2H2,1H3 ",C3H8O3,301
IPROPOLO, [O]CC(C)O ," InChI=1S/C3H7O2/c1-3(5)2-4/h3,5H,2H2,1H3 ",C3H7O2,302
CH3CHOHCHO, CC(O)C=O ," InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3 ",C3H6O2,303
CH3COCO2H, OC(=O)C(=O)C ," InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6) ",C3H4O3,304
CO2H3CO3, CC(=O)C(O)C(=O)O[O] ," InChI=1S/C4H5O5/c1-2(5)3(6)4(7)9-8/h3,6H,1H3 ",C4H5O5,305
CO2N3CHO, O=CC(ON(=O)=O)C(=O)C ," InChI=1S/C4H5NO5/c1-3(7)4(2-6)10-5(8)9/h2,4H,1H3 ",C4H5NO5,306
CO23C3CHO, O=CC(=O)C(=O)C ," InChI=1S/C4H4O3/c1-3(6)4(7)2-5/h2H,1H3 ",C4H4O3,307
ACO3, [O]OC(=O)C=C ," InChI=1S/C3H3O3/c1-2-3(4)6-5/h2H,1H2 ",C3H3O3,308
HMGLOOA, [O-][O+]=CC(=O)CO ," InChI=1S/C3H4O4/c4-1-3(5)2-7-6/h2,4H,1H2 ",C3H4O4,309
HOCH2COCHO, OCC(=O)C=O ," InChI=1S/C3H4O3/c4-1-3(6)2-5/h1,5H,2H2 ",C3H4O3,310
MVKOHAO2, [O]OCC(O)C(=O)CO ," InChI=1S/C4H7O5/c5-1-3(6)4(7)2-9-8/h4-5,7H,1-2H2 ",C4H7O5,311
MVKOHBO2, OCC(=O)C(CO)O[O] ," InChI=1S/C4H7O5/c5-1-3(7)4(2-6)9-8/h4-6H,1-2H2 ",C4H7O5,312
IEPOXA, CC(O)(CO)C1CO1 ," InChI=1S/C5H10O3/c1-5(7,3-6)4-2-8-4/h4,6-7H,2-3H2,1H3 ",C5H10O3,313
C526O2, OCC(C(C=O)(O[O])C)OO ," InChI=1S/C5H9O6/c1-5(3-7,11-9)4(2-6)10-8/h3-4,6,8H,2H2,1H3 ",C5H9O6,314
NC2OOA, [O-][O+]=CCON(=O)=O ," InChI=1S/C2H3NO5/c4-3(5)7-1-2-8-6/h2H,1H2 ",C2H3NO5,315
ACLOOA, [O-][O+]=C(C)CO ," InChI=1S/C3H6O3/c1-3(2-4)6-5/h4H,2H2,1H3 ",C3H6O3,316
NO3CH2CHO, O=CCON(=O)=O ," InChI=1S/C2H3NO4/c4-1-2-7-3(5)6/h1H,2H2 ",C2H3NO4,317
C536OOH, OOCC(C(C=O)(OO)C)OO ," InChI=1S/C5H10O7/c1-5(3-6,12-9)4(11-8)2-10-7/h3-4,7-9H,2H2,1H3 ",C5H10O7,318
C536O, OOCC(C(C=O)([O])C)OO ," InChI=1S/C5H9O6/c1-5(7,3-6)4(11-9)2-10-8/h3-4,8-9H,2H2,1H3 ",C5H9O6,319
DHPMEK, OOCC(C(=O)C)OO ," InChI=1S/C4H8O5/c1-3(5)4(9-7)2-8-6/h4,6-7H,2H2,1H3 ",C4H8O5,320
C5PACALD1, C/C(=C/C=O)/C(=O)OO ," InChI=1S/C5H6O4/c1-4(2-3-6)5(7)9-8/h2-3,8H,1H3/b4-2- ",C5H6O4,321
MGLYOOA, [O-][O+]=C(C)C=O ," InChI=1S/C3H4O3/c1-3(2-4)6-5/h2H,1H3 ",C3H4O3,322
HCOCH2OOH, OOCC=O ," InChI=1S/C2H4O3/c3-1-2-5-4/h1,4H,2H2 ",C2H4O3,323
