t,w_ap,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30,k_31,k_32,k_33,k_34,k_35,k_36,k_37,k_38,k_39,k_40,k_41,k_42,k_43,k_44,k_45,k_46,k_47,k_48,k_49,k_50,k_51,k_52,k_53,k_54,k_55,k_56,k_57,k_58,k_59,k_60,k_61,k_62,k_63,k_64,k_65,k_66,k_67,k_68,k_69,k_70,k_71
15.0,true,54145.391077804605,15563.716907414611,7.835490546949826e-15,2.2175069920561187e-12,1.035076927869315e-11,2.0583958201485253e-12,2.01805674353108e8,5.810965936900271e8,1.7085300120125006e-14,3.453193086939298e-17,9.876369817895983e-20,2.605844720745125e-11,6.497430582481475e-16,1.2380875091058819e-12,8.76838038966097e7,7.201106402835706e-14,6.592335213101298e-15,2.2638464253914922e-13,1.6931187210816511e-12,2.004256431748343e-15,1.1127920854612605e-10,3.2075069973179778e-12,2.389429573484346e-12,9.667395041502163e-12,9.829084271141471e-12,2.0e-11,8.554718220559927e-12,7.436799203586336e-13,3.2585686944231434e-12,4.0e-12,5.9940410252569575e-12,1.5540241354060412e-13,3.32737606458586e-14,8.877693537018239e-13,2.1569116479028114e6,6.0e-6,0.0004,491.68488166323186,2.090959148782295e-14,7.008773493973958e-15,2.7946989838244885e-16,6.094999201488088e-15,0.0,2.3674927190478745e-12,4.375135216970299e-15,3.1805289976197376e-17,0.040847607455566017,0.05632500555427967,1.0192644879737482e-13,6.289319574310758e-15,4.7641597236668284e-12,4.733242110721698e-13,7.719277519361368e-15,7.711558241842007e-12,5.857752777339638e-12,1.2e-12,2.5729554097658304e-13,2.229041697988001e-13,2.229041697988001e-13,7.016809701673697e-18,6.025019279821726e-12,4.0166795198811514e-12,5.15729818075102e-17,4.203738003093557e-17,5.5e-16,8.503291490784869e-12,4.9177734249925123e-17,2.332254600966246e-14,9587.450342261394,1.3716277320276964,8.931129954944944e-13
30.0,true,54261.04289957565,15596.960220982792,7.812038152211945e-15,2.219999716898472e-12,1.0353601286342222e-11,2.060133772680398e-12,2.0192720094736996e8,5.814998336427999e8,1.7052762590282933e-14,3.4408039195796807e-17,9.888977581036695e-20,2.6062618594760274e-11,6.485528617744757e-16,1.238418617517871e-12,8.744907440472072e7,7.191263240810967e-14,6.5722211536890046e-15,2.2642621777099851e-13,1.692724571220569e-12,2.0023165635323842e-15,1.113196975948406e-10,3.211117897417084e-12,2.3946504512188385e-12,9.67674014447417e-12,9.839781566807667e-12,2.0e-11,8.55807992346634e-12,7.44372657246797e-13,3.261842090478869e-12,4.0e-12,5.9963092169491915e-12,1.5561361422937182e-13,3.3242145018066926e-14,8.883488343315527e-13,2.156964114581522e6,6.0e-6,0.0004,490.3686415217984,2.3189708214543454e-14,7.231814145359214e-15,3.080706316945686e-16,6.2959487293693415e-15,0.0,2.356774053698603e-12,4.762360678336417e-15,3.528414444314509e-17,0.04020618616079858,0.05545198402739423,1.0174270132995436e-13,6.2738719744771295e-15,4.768842077382369e-12,4.745898213789865e-13,7.723322323085974e-15,7.715599000762888e-12,5.8649488488423705e-12,1.2e-12,2.571009261858534e-13,2.2318824509621264e-13,2.2318824509621264e-13,7.572983467532019e-18,6.02668528604177e-12,4.017790190694514e-12,5.606324232495349e-17,4.521514398926588e-17,5.5e-16,8.504962073687531e-12,5.4622350673983556e-17,2.3293886402628537e-14,9577.225703159402,1.3517192140279746,8.926647447345029e-13
45.0,true,54289.92587202252,15605.26243097074,7.805990819074506e-15,2.2206243907519923e-12,1.0354333040332138e-11,2.060568110356743e-12,2.0195669134350604e8,5.815985325790286e8,1.7044366838776535e-14,3.437610501855228e-17,9.8921434209238e-20,2.6063696350091544e-11,6.482457379261593e-16,1.2385023189436438e-12,8.744429858521006e7,7.188722520987112e-14,6.567034819273841e-15,2.264361793421042e-13,1.6926227604588186e-12,2.0018159964530847e-15,1.113301600329313e-10,3.213043739606045e-12,2.396718551023165e-12,9.679100491122968e-12,9.842504045909918e-12,2.0e-11,8.558948609040454e-12,7.445481113578615e-13,3.2626882822867337e-12,4.0e-12,5.996895326852126e-12,1.5566824211429055e-13,3.3233666784142574e-14,8.884951428297692e-13,2.1569571951805344e6,6.0e-6,0.0004,490.34186122547686,2.2201396533172554e-14,7.125490468864422e-15,2.98532813151537e-16,6.153417056221136e-15,0.0,2.3557930223650345e-12,4.602351722896671e-15,3.328904565585225e-17,0.040042061435604605,0.05522838989582787,1.0169528540818764e-13,6.269887373156857e-15,4.770052294580838e-12,4.749173139546922e-13,7.724367612410259e-15,7.716643244797848e-12,5.866784384134837e-12,1.2e-12,2.5705067283747153e-13,2.2326163799073114e-13,2.2326163799073114e-13,7.182752780381353e-18,6.027115761196499e-12,4.018077174130999e-12,5.331363924776482e-17,4.333629039293027e-17,5.5e-16,8.505393709665148e-12,5.1540469936330676e-17,2.3286488133042363e-14,9574.495135004217,1.3466176810620505,8.925489790664461e-13
60.0,true,54299.22360135279,15607.934998742392,7.80677995878278e-15,2.2207917777899054e-12,1.0354237515856001e-11,2.0606983481839893e-12,2.0197714903660676e8,5.816556487893533e8,1.7045462566920696e-14,3.4380271952632896e-17,9.892920695042721e-20,2.6063555659774158e-11,6.482858209364998e-16,1.2385136873633902e-12,8.701946822686724e7,7.18905412996481e-14,6.56771159952988e-15,2.264448009803021e-13,1.6926360502621202e-12,2.0018813257868756e-15,1.1132879423369015e-10,3.2052223277381896e-12,2.391089757893349e-12,9.679481801990575e-12,9.842674153625341e-12,2.0e-11,8.558835207750474e-12,7.445704133644541e-13,3.2625778098304353e-12,4.0e-12,5.9968188141156174e-12,1.5566126729369672e-13,3.3238773611578293e-14,8.885188572103755e-13,2.1572177152858395e6,6.0e-6,0.0004,487.9596349170125,2.0889729984609397e-14,6.993278272957558e-15,2.7812444239781777e-16,5.960829525963148e-15,0.0,2.361850321009672e-12,4.429651037062427e-15,3.1590265894114684e-17,0.04006419739992561,0.05526086300516516,1.0170147372311501e-13,6.270407370520623e-15,4.769894302325435e-12,4.748745514016589e-13,7.724231154634551e-15,7.716506923479916e-12,5.866845241769715e-12,1.2e-12,2.5705723224054135e-13,2.2325205734811092e-13,2.2325205734811092e-13,6.738852796154413e-18,6.027059566180616e-12,4.018039710787078e-12,5.0308134286695066e-17,4.114561935083861e-17,5.5e-16,8.505337363619776e-12,4.8886899709659585e-17,2.328745375336894e-14,9576.003986166554,1.347350776424509,8.925640900077274e-13
75.0,true,54274.30806033864,15600.77319938662,7.813965763592491e-15,2.2202287445947344e-12,1.035336816677574e-11,2.060316858540324e-12,2.0195960638985726e8,5.815887649502937e8,1.7055438271939835e-14,3.4418219375551735e-17,9.890016138263199e-20,2.6062275240687444e-11,6.486507393097741e-16,1.2384302935596493e-12,8.711335363533635e7,7.192072880552162e-14,6.573874334705697e-15,2.2644010712240037e-13,1.6927570085261765e-12,2.0024760901123433e-15,1.1131636455998607e-10,3.2045117682584993e-12,2.3900179231733348e-12,9.677173738840517e-12,9.839817880698579e-12,2.0e-11,8.557803186350294e-12,7.443944947721238e-13,3.2615725472608545e-12,4.0e-12,5.996122499486553e-12,1.555964884166273e-13,3.3251728730018156e-14,8.883758496432183e-13,2.157412842423468e6,6.0e-6,0.0004,488.4860951514188,2.070516730921355e-14,6.989233217016704e-15,2.778256084900072e-16,6.006176301204071e-15,0.0,2.3698796109151613e-12,4.430297175449512e-15,3.0897829702579763e-17,0.040259911488464625,0.05552917585233821,1.0175781227160982e-13,6.275141965466365e-15,4.76845656157229e-12,4.744855309873785e-13,7.722989332750744e-15,7.715266343417994e-12,5.864880762076075e-12,1.2e-12,2.5711693852716826e-13,2.2316486312041071e-13,2.2316486312041071e-13,6.634636840090142e-18,6.026548146876024e-12,4.017698764584016e-12,4.9430560639798994e-17,4.084147333267873e-17,5.5e-16,8.50482456283669e-12,4.7888643460824895e-17,2.329624392036388e-14,9580.078606915846,1.3534664845400046,8.927016298188386e-13
90.0,true,54203.19187496828,15580.331345433642,7.830588240247842e-15,2.2186692980058253e-12,1.0351360494234264e-11,2.0592409660063033e-12,2.0189376222283027e8,5.813613686593162e8,1.7078501661649568e-14,3.450602740581724e-17,9.882070795302859e-20,2.605931807365445e-11,6.494943833015607e-16,1.2382142777870676e-12,8.72246511043205e7,7.199050190163367e-14,6.588130629367037e-15,2.264189256302108e-13,1.69303642108821e-12,2.0038511204744985e-15,1.1128766081864953e-10,3.2009940671419906e-12,2.385845502097384e-12,9.671124812110492e-12,9.832673441360272e-12,2.0e-11,8.555419983205584e-12,7.439411402232414e-13,3.259251857607804e-12,4.0e-12,5.994514517832264e-12,1.5544687553338225e-13,3.3277495412530185e-14,8.880008668241546e-13,2.1575928874995112e6,6.0e-6,0.0004,489.1101931083392,2.212757038747258e-14,7.191892642641126e-15,2.9585398033758503e-16,6.200517863020812e-15,0.0,2.3947599682399296e-12,4.5355952913934374e-15,3.323351904994245e-17,0.04071481844523167,0.05615035761851994,1.0188805776969854e-13,6.2860912151733815e-15,4.765137039279125e-12,4.735881810877786e-13,7.720121837009453e-15,7.712401715172443e-12,5.860030420174208e-12,1.2e-12,2.572548962449656e-13,2.2296347822984136e-13,2.2296347822984136e-13,7.026734462790108e-18,6.0253670781884155e-12,4.016911385458944e-12,5.2184376494558306e-17,4.276061124673618e-17,5.5e-16,8.50364025563059e-12,5.148111265345711e-17,2.3316559414585896e-14,9588.293427332683,1.3676260077614213,8.930193890595161e-13
105.0,true,54140.67821937159,15562.362228964312,7.843385403719631e-15,2.217320398581071e-12,1.034981801118414e-11,2.0583008172483466e-12,2.0182841783315182e8,5.811441844464285e8,1.709624535595251e-14,3.4573653548938555e-17,9.87524740648943e-20,2.6057045937902575e-11,6.501434066513978e-16,1.2380345684745563e-12,8.722681717651856e7,7.204416334410801e-14,6.599106538248359e-15,2.2639662607147788e-13,1.6932511602737784e-12,2.0049089563927283e-15,1.1126560914946444e-10,3.196818674879942e-12,2.3813712925478858e-12,9.666058722693645e-12,9.826864893661174e-12,2.0e-11,8.55358911913717e-12,7.435654185022222e-13,3.2574697015678983e-12,4.0e-12,5.9932791960791676e-12,1.5533197730569438e-13,3.329487343162909e-14,8.876866617222804e-13,2.157573434657064e6,6.0e-6,0.0004,489.12233930758066,2.089248928552537e-14,7.067113249897663e-15,2.7801050037953835e-16,6.0632541137904e-15,0.0,2.3996129536119405e-12,4.42589792932085e-15,3.135484268842688e-17,0.04106739720877023,0.05663032797911394,1.0198825504284896e-13,6.294517881347998e-15,4.762587421543566e-12,4.728997495985597e-13,7.717919102439243e-15,7.710201183336803e-12,5.8561210907177206e-12,1.2e-12,2.573609568206145e-13,2.2280873758586017e-13,2.2280873758586017e-13,6.619437950509137e-18,6.024459671691266e-12,4.016306447794178e-12,4.9398171391056676e-17,4.093521293573149e-17,5.5e-16,8.5027303153554e-12,4.862538850723031e-17,2.333218240294189e-14,9593.9089534909,1.3785645214828892,8.932636403383559e-13
120.0,true,54083.87599076447,15546.034822547,7.851224965919525e-15,2.2161407142319368e-12,1.034887443961182e-11,2.057459126731901e-12,2.0175378298123023e8,5.809115325774977e8,1.7107109964432454e-14,3.461509227991794e-17,9.86937932832572e-20,2.605565595210384e-11,6.505407962400934e-16,1.2378926787628761e-12,8.680780587112546e7,7.207701291732429e-14,6.605830568857034e-15,2.263688326283296e-13,1.6933825502690268e-12,2.0055566625132103e-15,1.1125212018175103e-10,3.186846646708838e-12,2.3727048848747882e-12,9.661976500907672e-12,9.82256211760745e-12,2.0e-11,8.552469197077498e-12,7.432711608053427e-13,3.256379866197343e-12,4.0e-12,5.992523556737104e-12,1.5526152936277697e-13,3.329978772364898e-14,8.874333058727056e-13,2.15719085818998e6,6.0e-6,0.0004,486.77274320257266,2.0598861730676953e-14,7.028113681953455e-15,2.741315241142648e-16,6.078695592184977e-15,0.0,2.3954519824882114e-12,4.37366073437719e-15,3.1239470006813244e-17,0.04128350002753983,0.05692108431239228,1.0204960390570613e-13,6.299678850233735e-15,4.761028085269198e-12,4.724790473105448e-13,7.716571788211769e-15,7.708855216423556e-12,5.853300999274095e-12,1.2e-12,2.574258658104306e-13,2.2271407161342228e-13,2.2271407161342228e-13,6.806351582741866e-18,6.023904591438519e-12,4.015936394292346e-12,5.035403842527956e-17,4.110266061208808e-17,5.5e-16,8.502173665577897e-12,4.8362002362676094e-17,2.3341745644872935e-14,9595.697278986661,1.3851994321050713,8.934131052213278e-13
135.0,true,54110.15582577262,15553.588778743437,7.843689945894188e-15,2.216734377261064e-12,1.0349781337205278e-11,2.057862194442995e-12,2.017727336864068e8,5.809831577908446e8,1.7096667485387454e-14,3.4575263158619836e-17,9.87243668707385e-20,2.605699191403766e-11,6.501588468578081e-16,1.2379805467350889e-12,8.663843774213791e7,7.204543977921435e-14,6.599367743116481e-15,2.2637399699427308e-13,1.6932562666199882e-12,2.004934122342161e-15,1.1126508486357105e-10,3.1863166871717666e-12,2.37287930430218e-12,9.664403005324328e-12,9.825556564210592e-12,2.0e-11,8.553545590077959e-12,7.434558554343587e-13,3.257427337769871e-12,4.0e-12,5.993249826005844e-12,1.5532889706594672e-13,3.328635684144028e-14,8.875837853046231e-13,2.156994303596453e6,6.0e-6,0.0004,485.8230153764742,2.0189385910031998e-14,6.851049732577385e-15,2.6763432391349934e-16,5.8701610295919685e-15,0.0,2.32674314299619e-12,4.187631146073742e-15,3.075950228196894e-17,0.04107410252670661,0.05663416698784547,1.0199063870751498e-13,6.2947183859432e-15,4.762526809949116e-12,4.728833920329524e-13,7.717866734017369e-15,7.710148867283351e-12,5.855359001413374e-12,1.2e-12,2.573634792346346e-13,2.2280505829357304e-13,2.2280505829357304e-13,6.592044649032773e-18,6.02443809726963e-12,4.016292064846421e-12,4.9175086171623355e-17,4.012596718412573e-17,5.5e-16,8.502708680208031e-12,4.7606440367351827e-17,2.33325540098403e-14,9591.46936277455,1.3786699203772776,8.932694488973021e-13
150.0,true,54045.67705169869,15535.054802605338,7.85436122948029e-15,2.2153732170167425e-12,1.0348497246081565e-11,2.056900179745876e-12,2.0169502068817014e8,5.80735244557898e8,1.7111455309567503e-14,3.463167239799632e-17,9.865619180895209e-20,2.6055100289400027e-11,6.506997311539558e-16,1.2378093211502806e-12,8.633811349944685e7,7.209014959034117e-14,6.608520593876766e-15,2.2634591172591175e-13,1.693435079734475e-12,2.005815711996646e-15,1.1124672806902669e-10,3.1775341504278386e-12,2.364938882313196e-12,9.659524020744223e-12,9.820216540979295e-12,2.0e-11,8.552021519751612e-12,7.430997581740603e-13,3.2559442778171304e-12,4.0e-12,5.992221496655986e-12,1.552331941581522e-13,3.329697615641037e-14,8.872810037308345e-13,2.156728553537723e6,6.0e-6,0.0004,484.13895420250566,1.9598510035997966e-14,6.656406711150265e-15,2.586805635379925e-16,5.739042789686815e-15,0.0,2.260707330561504e-12,4.14323555072339e-15,3.0099997302457827e-17,0.04136928562451586,0.057033633575590006,1.020741400544276e-13,6.3017432673314215e-15,4.760404807741779e-12,4.723109617878452e-13,7.71603322965745e-15,7.708317196427793e-12,5.851815954029585e-12,1.2e-12,2.574518194697851e-13,2.2267622718726563e-13,2.2267622718726563e-13,6.612058204406106e-18,6.023682697790892e-12,4.015788465193928e-12,4.937992977451418e-17,4.0137535534816507e-17,5.5e-16,8.501951140357782e-12,4.662110619941995e-17,2.3345569899476994e-14,9595.035912838002,1.3877769574484902,8.934728647441142e-13
165.0,true,54065.895977444285,15540.866592495711,7.845294006812787e-15,2.2158700546179542e-12,1.0349588196511453e-11,2.0572218011078237e-12,2.0169659423537436e8,5.807602904800581e8,1.709889079432402e-14,3.4583741375161834e-17,9.868257753254941e-20,2.6056707400190514e-11,6.502401684731394e-16,1.2378955417228423e-12,8.61690920447973e7,7.2052162474515e-14,6.600743544386337e-15,2.2634346059342566e-13,1.6932831593529092e-12,2.0050666683165644e-15,1.1126232376227833e-10,3.177497291960328e-12,2.365344995044169e-12,9.661840805696764e-12,9.823359728588264e-12,2.0e-11,8.553316348739923e-12,7.432824585905578e-13,3.2572042386943372e-12,4.0e-12,5.9930951514274205e-12,1.553140799569279e-13,3.327732049694193e-14,8.874246188630586e-13,2.156265327781637e6,6.0e-6,0.0004,483.1911703446577,1.9629567961624012e-14,6.586874740232103e-15,2.6019622586511265e-16,5.631739710988458e-15,0.0,2.223760798044996e-12,4.132176611840935e-15,2.986865028230666e-17,0.04111631871127677,0.05668498028890196,1.020031931531577e-13,6.2957744451176185e-15,4.762207609738779e-12,4.727972542427792e-13,7.717590942545817e-15,7.709873351603271e-12,5.854029193812066e-12,1.2e-12,2.5737676388983833e-13,2.2278568143863387e-13,2.2278568143863387e-13,6.517914595343366e-18,6.024324477248006e-12,4.016216318165337e-12,4.8245729489181114e-17,3.905590197321453e-17,5.5e-16,8.50259474000895e-12,4.626046219109247e-17,2.3334511168431016e-14,9588.941684692498,1.3798501293617496,8.933000401899048e-13
180.0,true,54018.181948932805,15527.151526125655,7.852647244937694e-15,2.2148691324290752e-12,1.0348703363959532e-11,2.056511475269557e-12,2.0163688072131592e8,5.805717186537545e8,1.7109080633878314e-14,3.462261111288573e-17,9.863259150052581e-20,2.6055403933023148e-11,6.50612875441747e-16,1.2377718512896785e-12,8.647002744051662e7,7.208297068287751e-14,6.607050478460368e-15,2.2632159061369594e-13,1.6934063745029734e-12,2.005674144988594e-15,1.1124967458775989e-10,3.180419783635277e-12,2.3664827119775157e-12,9.658303825365484e-12,9.819546650628242e-12,2.0e-11,8.552266152706202e-12,7.430256231844324e-13,3.2561823003806627e-12,4.0e-12,5.992386557243877e-12,1.5524809389030448e-13,3.328361540975255e-14,8.872050830682072e-13,2.1560161783937435e6,6.0e-6,0.0004,484.87865854495294,1.937571365600595e-14,6.575379475578642e-15,2.62221338742329e-16,5.5948359985056095e-15,0.0,2.2313283900110524e-12,4.023527392889066e-15,2.9178174772075666e-17,0.04131950558125663,0.05695931115712491,1.0206073140338608e-13,6.3006150708732054e-15,4.7607453936824174e-12,4.724028059235741e-13,7.716327523429823e-15,7.708611195906393e-12,5.8515114752093e-12,1.2e-12,2.5743763661859413e-13,2.226969074364166e-13,2.226969074364166e-13,6.4488914847946374e-18,6.023803951842442e-12,4.015869301228295e-12,4.723632642498862e-17,3.8551344136950317e-17,5.5e-16,8.502072739826923e-12,4.523582550951901e-17,2.3343480035839314e-14,9591.104518238197,1.3861065508564951,8.934402083126481e-13
195.0,true,54049.81029562635,15536.242874888483,7.84929502318473e-15,2.2155140429528376e-12,1.034910663254789e-11,2.0569770895761764e-12,2.0168254065575504e8,5.807107699738523e8,1.710443568269271e-14,3.46048901322989e-17,9.86643945884513e-20,2.6055998002982967e-11,6.50442981209751e-16,1.237845201937056e-12,8.619598499257241e7,7.206892766760441e-14,6.6041752354897746e-15,2.2633908856364014e-13,1.693350215923071e-12,2.0053972332158565e-15,1.1125543949277134e-10,3.1766715232691166e-12,2.3643823485129734e-12,9.660439169588196e-12,9.821683422073306e-12,2.0e-11,8.552744781994143e-12,7.431769738980722e-13,3.2566480269383947e-12,4.0e-12,5.992709501092779e-12,1.5527828162479475e-13,3.328379050589761e-14,8.873376723458708e-13,2.1563269548165402e6,6.0e-6,0.0004,483.3419719209667,1.8686411225049116e-14,6.614526263137361e-15,2.514700762208733e-16,5.721295450551002e-15,0.0,2.289701588683777e-12,3.942482624808677e-15,2.8336126895553965e-17,0.041227362949568525,0.056836724549526776,1.020345033114397e-13,6.298408409284065e-15,4.761411782131542e-12,4.725825431803274e-13,7.716903323220692e-15,7.70918641989747e-12,5.852887068652268e-12,1.2e-12,2.574098910183515e-13,2.2273736743824865e-13,2.2273736743824865e-13,6.264231636318417e-18,6.024041184856863e-12,4.016027456571243e-12,4.608916548438383e-17,3.776287547276741e-17,5.5e-16,8.502310646600112e-12,4.3871650816587206e-17,2.333939188959128e-14,9590.995936994976,1.3833048729079198,8.933763215022315e-13
